seq,cycle,pos,char,t0_us,t0_expected_us,delta_us
184,15,4,R,38471619,38471615,4
185,15,5,G,38571620,38571615,5
186,15,6,E,38671622,38671615,7
187,15,7,N,38771622,38771615,7
188,15,8,L,38871623,38871615,8
189,15,9,A,38971623,38971615,8
190,15,10,N,39071624,39071615,9
191,15,11,D,39171625,39171615,10
192,16,0,F,39271632,39271632,0
193,16,1,H,39371632,39371632,0
194,16,2,B,39471633,39471632,1
195,16,3,U,39571634,39571632,2
196,16,4,R,39671634,39671632,2
197,16,5,G,39771635,39771632,3
198,16,6,E,39871636,39871632,4
199,16,7,N,39971637,39971632,5
200,16,8,L,40071638,40071632,6
201,16,9,A,40171639,40171632,7
202,16,10,N,40271641,40271632,9
203,16,11,D,40371641,40371632,9
204,17,0,F,40471642,40471642,0
205,17,1,H,40571643,40571642,1
206,17,2,B,40671644,40671642,2
207,17,3,U,40771644,40771642,2
208,17,4,R,40871645,40871642,3
209,17,5,G,40971646,40971642,4
210,17,6,E,41071646,41071642,4
211,17,7,N,41171648,41171642,6
212,17,8,L,41271649,41271642,7
213,17,9,A,41371650,41371642,8
214,17,10,N,41471652,41471642,10
215,17,11,D,41571653,41571642,11
216,18,0,F,41671654,41671654,0
217,18,1,H,41771656,41771654,2
218,18,2,B,41871657,41871654,3
219,18,3,U,41971659,41971654,5
220,18,4,R,42071660,42071654,6
221,18,5,G,42171660,42171654,6
222,18,6,E,42271661,42271654,7
223,18,7,N,42371662,42371654,8
224,18,8,L,42471662,42471654,8
225,18,9,A,42571663,42571654,9
226,18,10,N,42671665,42671654,11
227,18,11,D,42771667,42771654,13
228,19,0,F,42871668,42871668,0
229,19,1,H,42971669,42971668,1
230,19,2,B,43071670,43071668,2
231,19,3,U,43171671,43171668,3
232,19,4,R,43271672,43271668,4
233,19,5,G,43371673,43371668,5
234,19,6,E,43471673,43471668,5
235,19,7,N,43571675,43571668,7
236,19,8,L,43671676,43671668,8
237,19,9,A,43771676,43771668,8
238,19,10,N,43871678,43871668,10
239,19,11,D,43971678,43971668,10
240,20,0,F,44071679,44071679,0
241,20,1,H,44171681,44171679,2
242,20,2,B,44271682,44271679,3
243,20,3,U,44371684,44371679,5
244,20,4,R,44471686,44471679,7
245,20,5,G,44571687,44571679,8
246,20,6,E,44671688,44671679,9
247,20,7,N,44771689,44771679,10
248,20,8,L,44871689,44871679,10
249,20,9,A,44971690,44971679,11
250,20,10,N,45071691,45071679,12
251,20,11,D,45171692,45171679,13
252,21,0,F,45271693,45271693,0
253,21,1,H,45371694,45371693,1
254,21,2,B,45471695,45471693,2
255,21,3,U,45571696,45571693,3
256,21,4,R,45671698,45671693,5
257,21,5,G,45771699,45771693,6
258,21,6,E,45871700,45871693,7
259,21,7,N,45971700,45971693,7
260,21,8,L,46071701,46071693,8
261,21,9,A,46171702,46171693,9
262,21,10,N,46271704,46271693,11
263,21,11,D,46371705,46371693,12
264,22,0,F,46471705,46471705,0
265,22,1,H,46571705,46571705,0
266,22,2,B,46671707,46671705,2
267,22,3,U,46771708,46771705,3
268,22,4,R,46871709,46871705,4
269,22,5,G,46971711,46971705,6
270,22,6,E,47071712,47071705,7
271,22,7,N,47171713,47171705,8
272,22,8,L,47271715,47271705,10
273,22,9,A,47371716,47371705,11
274,22,10,N,47471716,47471705,11
275,22,11,D,47571717,47571705,12
276,23,0,F,47671718,47671718,0
277,23,1,H,47771720,47771718,2
278,23,2,B,47871721,47871718,3
279,23,3,U,47971721,47971718,3
280,23,4,R,48071722,48071718,4
281,23,5,G,48171723,48171718,5
282,23,6,E,48271725,48271718,7
283,23,7,N,48371725,48371718,7
284,23,8,L,48471727,48471718,9
285,23,9,A,48571728,48571718,10
286,23,10,N,48671728,48671718,10
287,23,11,D,48771730,48771718,12
288,24,0,F,48871732,48871732,0
289,24,1,H,48971733,48971732,1
290,24,2,B,49071734,49071732,2
291,24,3,U,49171735,49171732,3
292,24,4,R,49271736,49271732,4
293,24,5,G,49371738,49371732,6
294,24,6,E,49471739,49471732,7
295,24,7,N,49571740,49571732,8
296,24,8,L,49671742,49671732,10
297,24,9,A,49771743,49771732,11
298,24,10,N,49871744,49871732,12
299,24,11,D,49971744,49971732,12
300,25,0,F,50071746,50071746,0
301,25,1,H,50171747,50171746,1
302,25,2,B,50271748,50271746,2
303,25,3,U,50371748,50371746,2
304,25,4,R,50471748,50471746,2
305,25,5,G,50571748,50571746,2
306,25,6,E,50671749,50671746,3
307,25,7,N,50771751,50771746,5
308,25,8,L,50871751,50871746,5
309,25,9,A,50971753,50971746,7
310,25,10,N,51071754,51071746,8
311,25,11,D,51171755,51171746,9
312,26,0,F,51271757,51271757,0
313,26,1,H,51371758,51371757,1
314,26,2,B,51471759,51471757,2
315,26,3,U,51571761,51571757,4
316,26,4,R,51671762,51671757,5
317,26,5,G,51771764,51771757,7
318,26,6,E,51871764,51871757,7
319,26,7,N,51971765,51971757,8
320,26,8,L,52071766,52071757,9
321,26,9,A,52171767,52171757,10
322,26,10,N,52271768,52271757,11
323,26,11,D,52371769,52371757,12
324,27,0,F,52471770,52471770,0
325,27,1,H,52571771,52571770,1
326,27,2,B,52671772,52671770,2
327,27,3,U,52771772,52771770,2
328,27,4,R,52871773,52871770,3
329,27,5,G,52971774,52971770,4
330,27,6,E,53071775,53071770,5
331,27,7,N,53171775,53171770,5
332,27,8,L,53271776,53271770,6
333,27,9,A,53371776,53371770,6
334,27,10,N,53471777,53471770,7
335,27,11,D,53571778,53571770,8
336,28,0,F,53671779,53671779,0
337,28,1,H,53771780,53771779,1
338,28,2,B,53871780,53871779,1
339,28,3,U,53971780,53971779,1
340,28,4,R,54071781,54071779,2
341,28,5,G,54171781,54171779,2
342,28,6,E,54271783,54271779,4
343,28,7,N,54371784,54371779,5
344,28,8,L,54471784,54471779,5
345,28,9,A,54571786,54571779,7
346,28,10,N,54671788,54671779,9
347,28,11,D,54771788,54771779,9
348,29,0,F,54871788,54871788,0
349,29,1,H,54971788,54971788,0
350,29,2,B,55071790,55071788,2
351,29,3,U,55171790,55171788,2
352,29,4,R,55271791,55271788,3
353,29,5,G,55371792,55371788,4
354,29,6,E,55471793,55471788,5
355,29,7,N,55571793,55571788,5
356,29,8,L,55671794,55671788,6
357,29,9,A,55771795,55771788,7
358,29,10,N,55871796,55871788,8
359,29,11,D,55971797,55971788,9
360,30,0,F,56071799,56071799,0
361,30,1,H,56171800,56171799,1
362,30,2,B,56271802,56271799,3
363,30,3,U,56371803,56371799,4
364,30,4,R,56471804,56471799,5
365,30,5,G,56571806,56571799,7
366,30,6,E,56671806,56671799,7
367,30,7,N,56771807,56771799,8
368,30,8,L,56871808,56871799,9
369,30,9,A,56971810,56971799,11
370,30,10,N,57071810,57071799,11
371,30,11,D,57171811,57171799,12
372,31,0,F,57271812,57271812,0
373,31,1,H,57371813,57371812,1
374,31,2,B,57471813,57471812,1
375,31,3,U,57571814,57571812,2
376,31,4,R,57671815,57671812,3
377,31,5,G,57771816,57771812,4
378,31,6,E,57871817,57871812,5
379,31,7,N,57971818,57971812,6
380,31,8,L,58071819,58071812,7
381,31,9,A,58171820,58171812,8
382,31,10,N,58271822,58271812,10
383,31,11,D,58371823,58371812,11
384,32,0,F,58471824,58471824,0
385,32,1,H,58571825,58571824,1
386,32,2,B,58671826,58671824,2
387,32,3,U,58771826,58771824,2
388,32,4,R,58871827,58871824,3
389,32,5,G,58971827,58971824,3
390,32,6,E,59071828,59071824,4
391,32,7,N,59171829,59171824,5
392,32,8,L,59271831,59271824,7
393,32,9,A,59371832,59371824,8
394,32,10,N,59471833,59471824,9
395,32,11,D,59571834,59571824,10
396,33,0,F,59671835,59671835,0
397,33,1,H,59771836,59771835,1
398,33,2,B,59871838,59871835,3
399,33,3,U,59971839,59971835,4
400,33,4,R,60071840,60071835,5
401,33,5,G,60171841,60171835,6
402,33,6,E,60271842,60271835,7
403,33,7,N,60371843,60371835,8
404,33,8,L,60471843,60471835,8
405,33,9,A,60571843,60571835,8
406,33,10,N,60671844,60671835,9
407,33,11,D,60771845,60771835,10
408,34,0,F,60871847,60871847,0
409,34,1,H,60971849,60971847,2
410,34,2,B,61071850,61071847,3
411,34,3,U,61171850,61171847,3
412,34,4,R,61271851,61271847,4
413,34,5,G,61371852,61371847,5
414,34,6,E,61471852,61471847,5
415,34,7,N,61571853,61571847,6
416,34,8,L,61671854,61671847,7
417,34,9,A,61771854,61771847,7
418,34,10,N,61871854,61871847,7
419,34,11,D,61971855,61971847,8
420,35,0,F,62071855,62071855,0
421,35,1,H,62171856,62171855,1
422,35,2,B,62271857,62271855,2
423,35,3,U,62371859,62371855,4
424,35,4,R,62471860,62471855,5
425,35,5,G,62571861,62571855,6
426,35,6,E,62671863,62671855,8
427,35,7,N,62771864,62771855,9
428,35,8,L,62871865,62871855,10
429,35,9,A,62971865,62971855,10
430,35,10,N,63071866,63071855,11
431,35,11,D,63171867,63171855,12
432,36,0,F,63271868,63271868,0
433,36,1,H,63371869,63371868,1
434,36,2,B,63471870,63471868,2
435,36,3,U,63571871,63571868,3
436,36,4,R,63671872,63671868,4
437,36,5,G,63771872,63771868,4
438,36,6,E,63871872,63871868,4
439,36,7,N,63971874,63971868,6
440,36,8,L,64071875,64071868,7
441,36,9,A,64171877,64171868,9
442,36,10,N,64271878,64271868,10
443,36,11,D,64371878,64371868,10
444,37,0,F,64471879,64471879,0
445,37,1,H,64571879,64571879,0
446,37,2,B,64671880,64671879,1
447,37,3,U,64771881,64771879,2
448,37,4,R,64871882,64871879,3
449,37,5,G,64971883,64971879,4
450,37,6,E,65071884,65071879,5
451,37,7,N,65171885,65171879,6
452,37,8,L,65271887,65271879,8
453,37,9,A,65371887,65371879,8
454,37,10,N,65471888,65471879,9
455,37,11,D,65571889,65571879,10
456,38,0,F,65671890,65671890,0
457,38,1,H,65771891,65771890,1
458,38,2,B,65871893,65871890,3
459,38,3,U,65971895,65971890,5
460,38,4,R,66071897,66071890,7
461,38,5,G,66171898,66171890,8
462,38,6,E,66271899,66271890,9
463,38,7,N,66371900,66371890,10
464,38,8,L,66471900,66471890,10
465,38,9,A,66571900,66571890,10
466,38,10,N,66671901,66671890,11
467,38,11,D,66771902,66771890,12
468,39,0,F,66871903,66871903,0
469,39,1,H,66971904,66971903,1
470,39,2,B,67071905,67071903,2
471,39,3,U,67171906,67171903,3
472,39,4,R,67271907,67271903,4
473,39,5,G,67371908,67371903,5
474,39,6,E,67471910,67471903,7
475,39,7,N,67571911,67571903,8
476,39,8,L,67671912,67671903,9
477,39,9,A,67771913,67771903,10
478,39,10,N,67871914,67871903,11
479,39,11,D,67971915,67971903,12
480,40,0,F,68071915,68071915,0
481,40,1,H,68171916,68171915,1
482,40,2,B,68271918,68271915,3
483,40,3,U,68371919,68371915,4
484,40,4,R,68471920,68471915,5
485,40,5,G,68571921,68571915,6
486,40,6,E,68671923,68671915,8
487,40,7,N,68771924,68771915,9
488,40,8,L,68871925,68871915,10
489,40,9,A,68971926,68971915,11
490,40,10,N,69071927,69071915,12
491,40,11,D,69171927,69171915,12
492,41,0,F,69271928,69271928,0
493,41,1,H,69371929,69371928,1
494,41,2,B,69471930,69471928,2
495,41,3,U,69571931,69571928,3
496,41,4,R,69671932,69671928,4
497,41,5,G,69771933,69771928,5
498,41,6,E,69871933,69871928,5
499,41,7,N,69971934,69971928,6
500,41,8,L,70071935,70071928,7
501,41,9,A,70171936,70171928,8
502,41,10,N,70271937,70271928,9
503,41,11,D,70371938,70371928,10
504,42,0,F,70471940,70471940,0
505,42,1,H,70571941,70571940,1
506,42,2,B,70671941,70671940,1
507,42,3,U,70771941,70771940,1
508,42,4,R,70871942,70871940,2
509,42,5,G,70971943,70971940,3
510,42,6,E,71071944,71071940,4
511,42,7,N,71171944,71171940,4
512,42,8,L,71271946,71271940,6
513,42,9,A,71371947,71371940,7
514,42,10,N,71471948,71471940,8
515,42,11,D,71571949,71571940,9
516,43,0,F,71671950,71671950,0
517,43,1,H,71771951,71771950,1
518,43,2,B,71871952,71871950,2
519,43,3,U,71971952,71971950,2
520,43,4,R,72071953,72071950,3
521,43,5,G,72171954,72171950,4
522,43,6,E,72271955,72271950,5
523,43,7,N,72371957,72371950,7
524,43,8,L,72471957,72471950,7
525,43,9,A,72571959,72571950,9
526,43,10,N,72671959,72671950,9
527,43,11,D,72771960,72771950,10
528,44,0,F,72871961,72871961,0
529,44,1,H,72971963,72971961,2
530,44,2,B,73071964,73071961,3
531,44,3,U,73171966,73171961,5
532,44,4,R,73271968,73271961,7
533,44,5,G,73371969,73371961,8
534,44,6,E,73471970,73471961,9
535,44,7,N,73571971,73571961,10
536,44,8,L,73671973,73671961,12
537,44,9,A,73771974,73771961,13
538,44,10,N,73871975,73871961,14
539,44,11,D,73971977,73971961,16
540,45,0,F,74071978,74071978,0
541,45,1,H,74171979,74171978,1
542,45,2,B,74271980,74271978,2
543,45,3,U,74371981,74371978,3
544,45,4,R,74471981,74471978,3
545,45,5,G,74571982,74571978,4
546,45,6,E,74671983,74671978,5
547,45,7,N,74771984,74771978,6
548,45,8,L,74871985,74871978,7
549,45,9,A,74971985,74971978,7
550,45,10,N,75071986,75071978,8
551,45,11,D,75171987,75171978,9
552,46,0,F,75271988,75271988,0
553,46,1,H,75371989,75371988,1
554,46,2,B,75471991,75471988,3
555,46,3,U,75571993,75571988,5
556,46,4,R,75671994,75671988,6
557,46,5,G,75771996,75771988,8
558,46,6,E,75871996,75871988,8
559,46,7,N,75971997,75971988,9
560,46,8,L,76071998,76071988,10
561,46,9,A,76172000,76171988,12
562,46,10,N,76272001,76271988,13
563,46,11,D,76372002,76371988,14
564,47,0,F,76472002,76472002,0
565,47,1,H,76572003,76572002,1
566,47,2,B,76672003,76672002,1
567,47,3,U,76772003,76772002,1
568,47,4,R,76872004,76872002,2
569,47,5,G,76972006,76972002,4
570,47,6,E,77072008,77072002,6
571,47,7,N,77172009,77172002,7
572,47,8,L,77272009,77272002,7
573,47,9,A,77372010,77372002,8
574,47,10,N,77472011,77472002,9
575,47,11,D,77572012,77572002,10
576,48,0,F,77672013,77672013,0
577,48,1,H,77772015,77772013,2
578,48,2,B,77872016,77872013,3
579,48,3,U,77972017,77972013,4
580,48,4,R,78072018,78072013,5
581,48,5,G,78172019,78172013,6
582,48,6,E,78272020,78272013,7
583,48,7,N,78372021,78372013,8
584,48,8,L,78472023,78472013,10
585,48,9,A,78572023,78572013,10
586,48,10,N,78672023,78672013,10
587,48,11,D,78772024,78772013,11
588,49,0,F,78872025,78872025,0
589,49,1,H,78972026,78972025,1
590,49,2,B,79072027,79072025,2
591,49,3,U,79172028,79172025,3
592,49,4,R,79272030,79272025,5
593,49,5,G,79372031,79372025,6
594,49,6,E,79472032,79472025,7
595,49,7,N,79572034,79572025,9
596,49,8,L,79672035,79672025,10
597,49,9,A,79772036,79772025,11
598,49,10,N,79872037,79872025,12
599,49,11,D,79972038,79972025,13
600,50,0,F,80072039,80072039,0
601,50,1,H,80172040,80172039,1
602,50,2,B,80272041,80272039,2
603,50,3,U,80372041,80372039,2
604,50,4,R,80472043,80472039,4
605,50,5,G,80572044,80572039,5
606,50,6,E,80672046,80672039,7
607,50,7,N,80772047,80772039,8
608,50,8,L,80872048,80872039,9
609,50,9,A,80972048,80972039,9
610,50,10,N,81072049,81072039,10
611,50,11,D,81172050,81172039,11
612,51,0,F,81272051,81272051,0
613,51,1,H,81372052,81372051,1
614,51,2,B,81472053,81472051,2
615,51,3,U,81572055,81572051,4
616,51,4,R,81672055,81672051,4
617,51,5,G,81772057,81772051,6
618,51,6,E,81872058,81872051,7
619,51,7,N,81972059,81972051,8
620,51,8,L,82072059,82072051,8
621,51,9,A,82172061,82172051,10
622,51,10,N,82272062,82272051,11
623,51,11,D,82372062,82372051,11
624,52,0,F,82472063,82472063,0
625,52,1,H,82572065,82572063,2
626,52,2,B,82672066,82672063,3
627,52,3,U,82772068,82772063,5
628,52,4,R,82872069,82872063,6
629,52,5,G,82972070,82972063,7
630,52,6,E,83072072,83072063,9
631,52,7,N,83172073,83172063,10
632,52,8,L,83272074,83272063,11
633,52,9,A,83372074,83372063,11
634,52,10,N,83472074,83472063,11
635,52,11,D,83572076,83572063,13
636,53,0,F,83672076,83672076,0
637,53,1,H,83772078,83772076,2
638,53,2,B,83872080,83872076,4
639,53,3,U,83972081,83972076,5
640,53,4,R,84072081,84072076,5
641,53,5,G,84172082,84172076,6
642,53,6,E,84272083,84272076,7
643,53,7,N,84372083,84372076,7
644,53,8,L,84472084,84472076,8
645,53,9,A,84572085,84572076,9
646,53,10,N,84672086,84672076,10
647,53,11,D,84772088,84772076,12
648,54,0,F,84872089,84872089,0
649,54,1,H,84972090,84972089,1
650,54,2,B,85072092,85072089,3
651,54,3,U,85172094,85172089,5
652,54,4,R,85272096,85272089,7
653,54,5,G,85372097,85372089,8
654,54,6,E,85472097,85472089,8
655,54,7,N,85572099,85572089,10
656,54,8,L,85672100,85672089,11
657,54,9,A,85772101,85772089,12
658,54,10,N,85872102,85872089,13
659,54,11,D,85972103,85972089,14
660,55,0,F,86072104,86072104,0
661,55,1,H,86172104,86172104,0
662,55,2,B,86272105,86272104,1
663,55,3,U,86372106,86372104,2
664,55,4,R,86472107,86472104,3
665,55,5,G,86572108,86572104,4
666,55,6,E,86672108,86672104,4
667,55,7,N,86772109,86772104,5
668,55,8,L,86872109,86872104,5
669,55,9,A,86972111,86972104,7
670,55,10,N,87072112,87072104,8
671,55,11,D,87172114,87172104,10
672,56,0,F,87272115,87272115,0
673,56,1,H,87372116,87372115,1
674,56,2,B,87472117,87472115,2
675,56,3,U,87572117,87572115,2
676,56,4,R,87672117,87672115,2
677,56,5,G,87772118,87772115,3
678,56,6,E,87872119,87872115,4
679,56,7,N,87972120,87972115,5
680,56,8,L,88072121,88072115,6
681,56,9,A,88172122,88172115,7
682,56,10,N,88272123,88272115,8
683,56,11,D,88372123,88372115,8
684,57,0,F,88472124,88472124,0
685,57,1,H,88572124,88572124,0
686,57,2,B,88672126,88672124,2
687,57,3,U,88772127,88772124,3
688,57,4,R,88872127,88872124,3
689,57,5,G,88972129,88972124,5
690,57,6,E,89072130,89072124,6
691,57,7,N,89172131,89172124,7
692,57,8,L,89272132,89272124,8
693,57,9,A,89372133,89372124,9
694,57,10,N,89472135,89472124,11
695,57,11,D,89572135,89572124,11
696,58,0,F,89672137,89672137,0
697,58,1,H,89772137,89772137,0
698,58,2,B,89872138,89872137,1
699,58,3,U,89972139,89972137,2
700,58,4,R,90072140,90072137,3
701,58,5,G,90172141,90172137,4
702,58,6,E,90272141,90272137,4
703,58,7,N,90372143,90372137,6
704,58,8,L,90472144,90472137,7
705,58,9,A,90572145,90572137,8
706,58,10,N,90672146,90672137,9
707,58,11,D,90772146,90772137,9
708,59,0,F,90872147,90872147,0
709,59,1,H,90972148,90972147,1
710,59,2,B,91072149,91072147,2
711,59,3,U,91172150,91172147,3
712,59,4,R,91272151,91272147,4
713,59,5,G,91372152,91372147,5
714,59,6,E,91472152,91472147,5
715,59,7,N,91572153,91572147,6
716,59,8,L,91672154,91672147,7
717,59,9,A,91772154,91772147,7
718,59,10,N,91872155,91872147,8
719,59,11,D,91972157,91972147,10
720,60,0,F,92072159,92072159,0
721,60,1,H,92172161,92172159,2
722,60,2,B,92272162,92272159,3
723,60,3,U,92372163,92372159,4
724,60,4,R,92472164,92472159,5
725,60,5,G,92572165,92572159,6
726,60,6,E,92672166,92672159,7
727,60,7,N,92772166,92772159,7
728,60,8,L,92872167,92872159,8
729,60,9,A,92972168,92972159,9
730,60,10,N,93072170,93072159,11
731,60,11,D,93172170,93172159,11
732,61,0,F,93272171,93272171,0
733,61,1,H,93372171,93372171,0
734,61,2,B,93472172,93472171,1
735,61,3,U,93572173,93572171,2
736,61,4,R,93672174,93672171,3
737,61,5,G,93772175,93772171,4
738,61,6,E,93872176,93872171,5
739,61,7,N,93972176,93972171,5
740,61,8,L,94072177,94072171,6
741,61,9,A,94172178,94172171,7
742,61,10,N,94272180,94272171,9
743,61,11,D,94372181,94372171,10
744,62,0,F,94472182,94472182,0
745,62,1,H,94572183,94572182,1
746,62,2,B,94672184,94672182,2
747,62,3,U,94772185,94772182,3
748,62,4,R,94872186,94872182,4
749,62,5,G,94972187,94972182,5
750,62,6,E,95072188,95072182,6
751,62,7,N,95172188,95172182,6
752,62,8,L,95272189,95272182,7
753,62,9,A,95372190,95372182,8
754,62,10,N,95472190,95472182,8
755,62,11,D,95572191,95572182,9
756,63,0,F,95672192,95672192,0
757,63,1,H,95772192,95772192,0
758,63,2,B,95872194,95872192,2
759,63,3,U,95972195,95972192,3
760,63,4,R,96072196,96072192,4
761,63,5,G,96172196,96172192,4
762,63,6,E,96272197,96272192,5
763,63,7,N,96372198,96372192,6
764,63,8,L,96472199,96472192,7
765,63,9,A,96572200,96572192,8
766,63,10,N,96672202,96672192,10
767,63,11,D,96772203,96772192,11
768,64,0,F,96872205,96872205,0
769,64,1,H,96972206,96972205,1
770,64,2,B,97072207,97072205,2
771,64,3,U,97172207,97172205,2
772,64,4,R,97272209,97272205,4
773,64,5,G,97372211,97372205,6
